BIN,Type,Generated Full Card Number
341988,Amex,341988037798989
454420,Visa,4544206305399670
537673,Unknown,5376738093981637
661241,Unknown,6612416827286911
583685,Unknown,5836853157059183
422876,Unknown,4228769850690862
679096,Unknown,6790969450236764
248841,Unknown,2488419674550080
716426,Unknown,7164264317275344
968126,Unknown,9681266964781274
962653,Unknown,9626533982919365
249057,Unknown,2490570290371394
872880,Unknown,8728800791254719
636807,Unknown,6368074066206855
450204,Unknown,4502049689544904
188180,Unknown,1881805383306814
438397,Unknown,4383979530136061
967648,Unknown,9676483905104023
612216,Unknown,6122162337640749
419145,Unknown,4191450622483505
561031,Unknown,5610312599567380
382253,Diners,38225337743016
256805,Unknown,2568059866488046
141989,Unknown,1419892889374825
985153,Unknown,9851538700109565
719009,Unknown,7190092573135492
932492,Unknown,9324926858573275
307352,Unknown,3073523122438235
539456,Unknown,5394565426000078
494736,Unknown,4947364148692233
273659,Unknown,2736597022394838
273434,Unknown,2734346212150070
258379,Unknown,2583795927158288
625271,Unknown,6252717942658044
423164,Unknown,4231644676500620
900882,Unknown,9008828049831935
834475,Unknown,8344750293505946
965695,Unknown,9656954459320901
966365,Unknown,9663651875561903
648062,Unknown,6480627359307662
863746,Unknown,8637464275045942
656666,Unknown,6566666838093753
436521,Unknown,4365218537842945
178659,Unknown,1786593405905438
695167,Unknown,6951671741891828
933635,Unknown,9336353380044914
757243,Unknown,7572432714031495
133411,Unknown,1334110115855462
650983,Unknown,6509836420497142
356633,JCB,3566330719896604
460964,Unknown,4609645359867220
529051,Unknown,5290510086882109
562790,Unknown,5627909770184613
730874,Unknown,7308749944622656
136309,Unknown,1363097753573906
348050,Amex,348050537741296
654256,Discover,6542560141202157
265969,Unknown,2659690383819825
208703,Unknown,2087038760979695
640075,Unknown,6400755975200689
125889,Unknown,1258894683275281
653508,Discover,6535087634044717
934683,Unknown,9346831790628729
681417,Unknown,6814176660045409
571487,Unknown,5714872812697741
262161,Unknown,2621614330145401
612133,Unknown,6121333049058026
923945,Unknown,9239452715172201
599204,Unknown,5992044951224441
546601,MasterCard,5466016627481914
185823,Unknown,1858230487991379
783937,Unknown,7839370754663142
143050,Unknown,1430509046388109
715951,Unknown,7159511977177042
340389,Amex,340389329307464
776083,Unknown,7760836531108490
320504,Unknown,3205046630038615
768620,Unknown,7686200774736013
393880,Diners,39388068199457
651700,Unknown,6517005518411340
740711,Unknown,7407119534529408
955356,Unknown,9553563694713304
533535,Unknown,5335358886310022
214557,Unknown,2145571713115122
751632,Unknown,7516328559315894
532574,Unknown,5325742469521246
229491,Unknown,2294915353301196
113076,Unknown,1130769701356909
988505,Unknown,9885053667929357
648742,Unknown,6487425760180808
371355,Amex,371355717611877
711558,Unknown,7115582348632318
454391,Unknown,4543918833858335
234238,Unknown,2342386197233546
396502,Unknown,3965024164689725
992080,Unknown,9920801411618094
125583,Unknown,1255837402918321
404698,Unknown,4046983185264704
398987,Unknown,3989878449478478
724932,Unknown,7249323048590919
536562,Unknown,5365622035333659
211251,Unknown,2112517261312137
816340,Unknown,8163407133840348
267897,Unknown,2678974015196043
568030,Unknown,5680302895008393
217980,Unknown,2179805493976758
407127,Unknown,4071277260937232
168182,Unknown,1681822744016380
697561,Unknown,6975615881809093
179093,Unknown,1790939654235676
332447,Unknown,3324479401680188
697818,Unknown,6978182129770738
465981,Visa,4659812452296897
106021,Unknown,1060213231670707
501736,Unknown,5017368422686493
548435,MasterCard,5484351376605494
566033,Unknown,5660330545734585
356354,JCB,3563546203902628
290438,Unknown,2904389594697113
101886,Unknown,1018862446667033
140756,Unknown,1407569067061887
356161,RuPay,3561613311900403
680504,Unknown,6805048685886548
510612,Unknown,5106125585480739
960443,Unknown,9604434841402722
488879,Unknown,4888791744707860
527627,Unknown,5276277990937015
136268,Unknown,1362683999955828
755449,Unknown,7554498839324417
328320,Unknown,3283200701812669
863924,Unknown,8639249688217967
598800,Unknown,5988001462188591
362753,Diners,36275324101509
995397,Unknown,9953972837170796
403947,Unknown,4039476644208097
142024,Unknown,1420247279965446
990353,Unknown,9903531759632983
194433,Unknown,1944335576205093
585250,Unknown,5852509768080362
903339,Unknown,9033399055189264
449227,Unknown,4492273909774664
788410,Unknown,7884103596585343
858280,Unknown,8582802762415995
144661,Unknown,1446616729517806
303038,Diners,30303856908747
644205,Unknown,6442059832237501
964412,Unknown,9644124421463361
344306,Amex,344306632264171
126537,Unknown,1265376380845350
377591,Amex,377591818446496
468768,Unknown,4687685432814696
263149,Unknown,2631496629359501
232523,Unknown,2325233714685475
255542,Unknown,2555427855468749
429272,Unknown,4292721943485751
958721,Unknown,9587215133204694
901225,Unknown,9012250698084342
667089,Unknown,6670894077891629
523053,MasterCard,5230532770758201
467208,Visa,4672080078156555
432960,Unknown,4329600363434752
771214,Unknown,7712141344314009
304729,Diners,30472921271301
365900,Diners,36590014866351
872408,Unknown,8724081685271017
765464,Unknown,7654644833442392
463574,Unknown,4635745615771039
522369,Unknown,5223694479321112
731419,Unknown,7314192673369362
527001,MasterCard,5270016780339781
374897,Amex,374897991962734
121742,Unknown,1217423931305072
433993,Visa,4339930108782039
436135,Unknown,4361358521084623
338027,Unknown,3380274615518823
272822,Unknown,2728222085838442
305919,Diners,30591978406379
331618,Unknown,3316180676894452
402066,Unknown,4020661193819566
717763,Unknown,7177638510016948
349099,Amex,349099239016819
174715,Unknown,1747156387472017
785678,Unknown,7856780449052498
606374,Unknown,6063748649757870
768735,Unknown,7687356465623542
776212,Unknown,7762129976233420
550500,Unknown,5505006921674411
464415,Unknown,4644159120635265
108128,Unknown,1081281216324876
637633,Unknown,6376339537877856
613530,Unknown,6135306749208915
563981,Unknown,5639818485121161
647628,Unknown,6476285271776156
913816,Unknown,9138160213964629
721988,Unknown,7219883177522696
770414,Unknown,7704145416167371
323607,Unknown,3236072610778320
697534,Unknown,6975346656799449
708675,Unknown,7086757253619145
230568,Unknown,2305685200642842
316966,Unknown,3169669755278814
507630,Unknown,5076307996678813
519642,Unknown,5196421467569670
387069,Diners,38706951291116
271032,Unknown,2710329518031353
637180,Unknown,6371802132298664
369106,Diners,36910679413903
544142,MasterCard,5441423155879585
650487,Unknown,6504879547219384
607122,Unknown,6071221117282297
713504,Unknown,7135043022494126
791128,Unknown,7911287662700000
489341,Visa,4893416299286243
973852,Unknown,9738526127119356
166196,Unknown,1661965364582683
323570,Unknown,3235708327183265
676661,Unknown,6766617791526504
467817,Unknown,4678174054067163
174281,Unknown,1742812000523131
764402,Unknown,7644021311052787
755469,Unknown,7554698889053843
367266,Diners,36726628103594
960541,Unknown,9605411226605917
885460,Unknown,8854606741301684
419458,Unknown,4194588377661157
528973,Unknown,5289733938742292
436785,Unknown,4367855619080105
425420,Unknown,4254200421285366
774439,Unknown,7744399523850631
528011,MasterCard,5280116484672997
597875,Unknown,5978750230496131
941214,Unknown,9412140768396903
190716,Unknown,1907160071080813
979162,Unknown,9791628331386337
963672,Unknown,9636722720363052
678857,Unknown,6788576952539800
732866,Unknown,7328663324608053
521217,Unknown,5212170673881388
621821,Unknown,6218212472582070
296730,Unknown,2967303445995721
450487,Unknown,4504873488425659
632602,Unknown,6326027906581674
519045,Unknown,5190459841132528
103074,Unknown,1030747379239731
593215,Unknown,5932152084404762
333375,Unknown,3333756468506423
776430,Unknown,7764305935431584
667655,Unknown,6676552481052546
333900,Unknown,3339002512294818
197976,Unknown,1979766644664415
729969,Unknown,7299694424619623
357398,Unknown,3573988901335214
203736,Unknown,2037364882388686
371721,Amex,371721161467641
981471,Unknown,9814716656852510
592704,Unknown,5927045918068226
501789,Unknown,5017896227210866
244993,Unknown,2449939211748347
811621,Unknown,8116210868198729
949923,Unknown,9499238952653511
262435,Unknown,2624357517464915
662841,Unknown,6628412048317143
564290,Unknown,5642902161602315
602909,Unknown,6029093324732355
680577,Unknown,6805779384380235
286335,Unknown,2863353811637179
774507,Unknown,7745078208007077
792203,Unknown,7922033063066772
830033,Unknown,8300334610969892
591844,Unknown,5918446532285024
232392,Unknown,2323929018420642
601630,Unknown,6016304099982084
123689,Unknown,1236892055832657
392896,Diners,39289636773518
879206,Unknown,8792066098281153
207648,Unknown,2076487169330729
315675,Unknown,3156752329257178
290802,Unknown,2908026793362345
806676,Unknown,8066761344656169
719611,Unknown,7196119495910185
843165,Unknown,8431650294422310
656568,Unknown,6565680799650881
898142,Unknown,8981424869081123
735275,Unknown,7352753982228360
450891,Unknown,4508918080578365
406703,Unknown,4067030403699978
127883,Unknown,1278839010422054
189225,Unknown,1892257562816328
733914,Unknown,7339140060653904
458303,Unknown,4583034317103346
325255,Unknown,3252551878497229
807301,Unknown,8073018787962597
243089,Unknown,2430894819751992
537464,Unknown,5374646890540986
291552,Unknown,2915520907116625
300301,Diners,30030167189228
591998,Unknown,5919984280822615
336896,Unknown,3368966343618508
667802,Unknown,6678026945536669
365067,Diners,36506767221086
443779,Visa,4437796545157921
385473,Diners,38547358759486
289044,Unknown,2890448444274601
280903,Unknown,2809030851681325
730258,Unknown,7302585430388111
362797,Diners,36279765843574
416378,Unknown,4163789447753631
592122,Unknown,5921228738518891
180054,Unknown,1800546889157391
208797,Unknown,2087975879087956
552889,MasterCard,5528898754414565
159149,Unknown,1591498148038829
956991,Unknown,9569913678285161
670293,Unknown,6702933321099606
242594,Unknown,2425948879331618
423301,Visa,4233012073136572
961847,Unknown,9618470975074192
229160,Unknown,2291608172818270
788497,Unknown,7884973730616492
169134,Unknown,1691343837295849
411871,Visa,4118712088079698
215818,Unknown,2158187607621405
256663,Unknown,2566637265470887
143466,Unknown,1434666548840165
914920,Unknown,9149202990737418
479822,Unknown,4798228099017203
804296,Unknown,8042960122663243
152546,Unknown,1525469862822251
384346,Diners,38434670023399
387084,Diners,38708492396377
938106,Unknown,9381062841919294
630350,Unknown,6303500901173553
610527,Unknown,6105275917319351
688125,Unknown,6881257754073077
169660,Unknown,1696603037917617
819487,Unknown,8194878883177143
238492,Unknown,2384921851522657
950379,Unknown,9503792000523711
598664,Unknown,5986645294887315
362041,Diners,36204198525183
269446,Unknown,2694467512335327
859225,Unknown,8592250930934252
829457,Unknown,8294576397107579
620388,Unknown,6203885711128605
467755,Unknown,4677552619162341
486866,Unknown,4868663920347353
158072,Unknown,1580726985688246
130853,Unknown,1308532541010269
414104,Unknown,4141040107109651
418982,Unknown,4189825731944004
650641,Discover,6506413969291190
952942,Unknown,9529423872214184
842784,Unknown,8427841831896980
346910,Amex,346910762919505
183486,Unknown,1834865904304263
665117,Unknown,6651177564256480
498697,Visa,4986976560550444
254646,Unknown,2546468914516491
238103,Unknown,2381034519164651
929343,Unknown,9293430617998608
915760,Unknown,9157606876008882
789114,Unknown,7891149415629766
524145,MasterCard,5241453906641990
314682,Unknown,3146823017419703
317206,Unknown,3172060521303971
626749,Unknown,6267493223197140
721420,Unknown,7214207615094444
222662,MasterCard,2226623246896882
417591,Unknown,4175912309905129
166103,Unknown,1661034985466904
270035,Unknown,2700356888487313
586905,Unknown,5869055927405979
639857,Unknown,6398570287448853
874458,Unknown,8744584583623918
521688,Unknown,5216881088695983
884804,Unknown,8848041305018153
145633,Unknown,1456336058098904
834839,Unknown,8348392044594579
428091,Unknown,4280919189246882
796165,Unknown,7961650696332086
610957,Unknown,6109576858651179
774757,Unknown,7747571892135536
610239,Unknown,6102396200780402
851010,Unknown,8510109342829743
230486,Unknown,2304861226892280
987753,Unknown,9877538809979645
341315,Amex,341315174386022
736639,Unknown,7366394677282379
982983,Unknown,9829831338896730
848285,Unknown,8482856303464707
102372,Unknown,1023724549689335
897477,Unknown,8974775997117526
462062,Unknown,4620621085997154
918386,Unknown,9183863166310369
615712,Unknown,6157121654516774
515500,Unknown,5155001632504852
235639,Unknown,2356391992404587
607657,Unknown,6076578821492534
421366,Unknown,4213667504492777
256187,Unknown,2561876095709069
817715,Unknown,8177155298452726
446581,Visa,4465816056061847
182144,Unknown,1821449640771664
259759,Unknown,2597597648299796
199240,Unknown,1992402256841235
132174,Unknown,1321748802550213
219026,Unknown,2190269924494415
800351,Unknown,8003513527684921
875035,Unknown,8750357901142948
828756,Unknown,8287566088989816
933686,Unknown,9336869676163688
928200,Unknown,9282002038250986
288969,Unknown,2889698475000631
912062,Unknown,9120624989733735
445768,Visa,4457688823032670
904091,Unknown,9040911503396573
995579,Unknown,9955799581447813
276744,Unknown,2767441089334077
623073,Unknown,6230734277575527
864510,Unknown,8645101092040289
835021,Unknown,8350212299350663
682997,Unknown,6829973749986607
872732,Unknown,8727321480284556
889325,Unknown,8893253751762670
604566,Unknown,6045661017823015
831704,Unknown,8317044067171003
788887,Unknown,7888878122526683
137850,Unknown,1378503139364936
842955,Unknown,8429551016848501
390742,Unknown,3907420820003533
478817,Unknown,4788179784681489
950839,Unknown,9508393051926467
254177,Unknown,2541770650767169
542468,Unknown,5424687807871146
367116,Diners,36711631825685
266363,Unknown,2663632013989395
321507,Unknown,3215076234074771
925636,Unknown,9256360806968266
146485,Unknown,1464852497788368
105643,Unknown,1056435061998993
976070,Unknown,9760707980866282
338524,Unknown,3385247738174753
364864,Diners,36486476157066
879388,Unknown,8793884836672613
618303,Unknown,6183032403697917
622939,Unknown,6229390963236880
347505,Amex,347505064076676
722864,Unknown,7228646078083670
953894,Unknown,9538941010915321
916929,Unknown,9169290757547324
181660,Unknown,1816600343850908
481403,Visa,4814039391026646
547309,MasterCard,5473091438572593
192301,Unknown,1923014779930804
985568,Unknown,9855689839979724
969746,Unknown,9697465604450122
753346,Unknown,7533466367339966
922413,Unknown,9224137422221495
858934,Unknown,8589344393425148
461758,Unknown,4617581438087559
646898,Discover,6468981316018996
371698,Amex,371698304705378
743341,Unknown,7433418160328396
419077,Visa,4190773067043590
276742,Unknown,2767427495268043
130129,Unknown,1301291445956618
765489,Unknown,7654896949237407
282577,Unknown,2825779382481242
506762,Unknown,5067624489406025
454220,Visa,4542201232344794
686698,Unknown,6866983222703528
313422,Unknown,3134229570567232
621026,Unknown,6210268516156843
567998,Unknown,5679988244374962
648941,Discover,6489411129473917
495442,Visa,4954420018672578
314238,Unknown,3142381722381996
482499,Unknown,4824994471765290
780084,Unknown,7800840239934582
624700,Unknown,6247003639789970
921129,Unknown,9211291688992858
788364,Unknown,7883649136591098
684460,Unknown,6844601821918254
394963,Unknown,3949634205057696
633127,Unknown,6331272732800291
855261,Unknown,8552617752759786
630320,Unknown,6303200877685952
957303,Unknown,9573034745010620
654711,Unknown,6547114411015732
317216,Unknown,3172164270252353
357574,JCB,3575744804413484
976173,Unknown,9761738716221358
851306,Unknown,8513060881848072
804334,Unknown,8043349420037121
627325,Unknown,6273256126233720
878043,Unknown,8780436218408125
780576,Unknown,7805769019290986
620020,Unknown,6200208461885034
901544,Unknown,9015445688254083
925722,Unknown,9257222760110665
146036,Unknown,1460367113623923
617490,Unknown,6174902073288067
140060,Unknown,1400603826405713
452132,Unknown,4521327714779822
709771,Unknown,7097716937630197
307352,Unknown,3073523162719355
852804,Unknown,8528044331378044
252108,Unknown,2521088544621573
211845,Unknown,2118458700433024
891715,Unknown,8917150197745689
960538,Unknown,9605384547297756
210526,Unknown,2105269298444260
305331,Diners,30533169816562
130471,Unknown,1304711794052911
475052,Visa,4750525640460467
920791,Unknown,9207914713762511
534285,Unknown,5342854600089586
408155,Visa,4081550001794124
874133,Unknown,8741333897486861
135465,Unknown,1354658579717083
792677,Unknown,7926772399433939
697512,Unknown,6975123027528929
982411,Unknown,9824110382231812
637401,Unknown,6374017342738458
360164,Diners,36016432927566
889687,Unknown,8896878674369041
418100,Unknown,4181000142227573
664554,Unknown,6645544383373469
414101,Unknown,4141015807563738
707614,Unknown,7076149161810417
131277,Unknown,1312779765657720
658227,Unknown,6582278293367952
607340,Unknown,6073408561005054
927915,Unknown,9279154765049034
766575,Unknown,7665759045950402
638640,Unknown,6386401626307769
778292,Unknown,7782920782021632
218082,Unknown,2180822199883536
484948,Unknown,4849482754333277
322335,Unknown,3223359784250599
686982,Unknown,6869823918739977
362120,Diners,36212084942880
541107,Unknown,5411072420071649
478780,Unknown,4787800534739469
421256,Unknown,4212567010924834
756935,Unknown,7569355354561098
257423,Unknown,2574231112821941
273209,Unknown,2732093520307451
447225,Unknown,4472257551941973
896907,Unknown,8969070863098018
967248,Unknown,9672486796561509
268684,Unknown,2686840973128916
279879,Unknown,2798791495754038
797643,Unknown,7976438240674620
606384,Unknown,6063849832388940
239449,Unknown,2394499650643574
125230,Unknown,1252302964331543
250978,Unknown,2509788903943748
249394,Unknown,2493940817988010
870818,Unknown,8708182726093808
794252,Unknown,7942522658706566
995206,Unknown,9952063653098177
619103,Unknown,6191033394210023
932018,Unknown,9320187711596434
187429,Unknown,1874291139030374
181871,Unknown,1818714590244677
144793,Unknown,1447939008813472
387044,Diners,38704424861926
159933,Unknown,1599334235992644
804179,Unknown,8041795719770583
216874,Unknown,2168747619812067
249011,Unknown,2490111633324418
895803,Unknown,8958037402526400
364731,Diners,36473133673469
915268,Unknown,9152684522307755
901880,Unknown,9018803760680372
184216,Unknown,1842167137858889
535520,Unknown,5355201457455240
811502,Unknown,8115027629627189
509037,Unknown,5090376339323582
300067,Diners,30006787651035
741933,Unknown,7419336752035331
986786,Unknown,9867863662694259
906490,Unknown,9064907688501411
619337,Unknown,6193377178361937
124347,Unknown,1243477725776763
554370,Unknown,5543709051033168
537763,Unknown,5377636983712786
876112,Unknown,8761127902303359
790437,Unknown,7904373432646943
280972,Unknown,2809722860915479
436640,Unknown,4366408762949184
904472,Unknown,9044728840792483
366982,Diners,36698297041246
420061,Unknown,4200611073850077
604515,Unknown,6045154578018839
519558,MasterCard,5195580703027278
659976,Discover,6599762016784865
189780,Unknown,1897804726563492
236408,Unknown,2364081861690522
514562,Unknown,5145629413189965
311528,Unknown,3115289649134310
894895,Unknown,8948950765658496
915273,Unknown,9152730588645450
184398,Unknown,1843981905008543
400538,Unknown,4005380117183378
334859,Unknown,3348595026526511
491485,Unknown,4914853028565341
399169,Diners,39916912712126
887335,Unknown,8873354026683268
745935,Unknown,7459357710870941
424373,Visa,4243730975436731
789775,Unknown,7897756290703995
680960,Unknown,6809606015928255
484678,Unknown,4846783990201473
473118,Unknown,4731183057730902
272746,Unknown,2727466363893483
760422,Unknown,7604223494773135
504503,Unknown,5045034688576617
968225,Unknown,9682256405008649
585177,Unknown,5851779351010148
604718,Unknown,6047187788032154
189841,Unknown,1898416256437317
316234,Unknown,3162347910099905
748796,Unknown,7487968241988296
938566,Unknown,9385665697855018
236897,Unknown,2368975614501269
135667,Unknown,1356678362183438
311317,Unknown,3113170375041794
125725,Unknown,1257255356337859
815512,Unknown,8155126206441768
548043,Unknown,5480432315913058
548227,Unknown,5482275034078783
138587,Unknown,1385871785378163
614426,Unknown,6144266671424922
568938,Unknown,5689387304269645
209859,Unknown,2098590122468991
142717,Unknown,1427173994313091
832350,Unknown,8323503830587822
651992,Unknown,6519925139358564
248063,Unknown,2480634130832780
792857,Unknown,7928577483583510
422581,Unknown,4225815882831979
373446,Amex,373446906048878
562867,Unknown,5628674321109188
669407,Unknown,6694071490377947
617780,Unknown,6177808286137729
723681,Unknown,7236816771884252
233577,Unknown,2335778291088965
681476,Unknown,6814762675522994
646204,Discover,6462044439387400
175731,Unknown,1757315058166585
138907,Unknown,1389071962541799
509292,Unknown,5092925455846646
539703,MasterCard,5397032239013325
785816,Unknown,7858165867936271
812386,Unknown,8123863436622265
650508,Unknown,6505082704620471
137268,Unknown,1372686566196872
699014,Unknown,6990140566760016
592856,Unknown,5928564168607275
576104,Unknown,5761044164234020
837663,Unknown,8376636987816584
719881,Unknown,7198810260504625
810739,Unknown,8107391583806451
539753,Unknown,5397539282570237
669369,Unknown,6693693985932638
123901,Unknown,1239015863061856
620408,Unknown,6204089463547900
266466,Unknown,2664662204047498
910449,Unknown,9104490346487808
127440,Unknown,1274406850463346
940068,Unknown,9400680772602177
944878,Unknown,9448780332221362
706800,Unknown,7068007049017728
177585,Unknown,1775853307007508
571734,Unknown,5717344000393506
301869,Diners,30186929673430
925015,Unknown,9250154454129202
989291,Unknown,9892915306287913
446382,Unknown,4463824268661973
258877,Unknown,2588773991335507
327669,Unknown,3276698196575482
827643,Unknown,8276435208863570
733787,Unknown,7337875172152412
981084,Unknown,9810849082403564
563924,Unknown,5639242598446281
821730,Unknown,8217302809001056
579330,Unknown,5793307781657028
494559,Unknown,4945590541831024
525954,Unknown,5259544638356463
225495,Unknown,2254958756670779
978868,Unknown,9788681969392869
918955,Unknown,9189558718095261
516943,Unknown,5169433934218593
538197,MasterCard,5381971102322498
466780,Visa,4667804610649625
988516,Unknown,9885166782644312
714780,Unknown,7147805225164875
606507,Unknown,6065072238511364
633914,Unknown,6339149207341395
493998,Visa,4939986837714079
171433,Unknown,1714333005016403
463693,Unknown,4636938254549941
545184,MasterCard,5451844649841716
449661,Unknown,4496615264463196
668228,Unknown,6682289440063013
210930,Unknown,2109303807738322
611050,Unknown,6110503530280935
720545,Unknown,7205453178009980
821445,Unknown,8214453559285274
162766,Unknown,1627665231617790
141230,Unknown,1412307095595203
126704,Unknown,1267046030546340
238997,Unknown,2389978134993480
811575,Unknown,8115753038476399
454830,Unknown,4548304562492529
495323,Visa,4953236074033259
948728,Unknown,9487283440451395
230380,Unknown,2303808782396498
456987,Visa,4569871281528976
259329,Unknown,2593297398041189
404016,Unknown,4040160081726700
336277,Unknown,3362771824617095
635350,Unknown,6353507620788918
909668,Unknown,9096686283094772
576315,Unknown,5763151772182622
396947,Unknown,3969478834244303
969628,Unknown,9696288530898869
542756,Unknown,5427562184642221
500697,Unknown,5006973361667134
176806,Unknown,1768060841374513
511101,Unknown,5111011962598944
692536,Unknown,6925361714607759
312196,Unknown,3121960285642259
507967,Unknown,5079673855471574
409243,Unknown,4092435998258141
852381,Unknown,8523815551643329
465426,Unknown,4654264896643041
936916,Unknown,9369165028252769
516336,Unknown,5163360403279353
245530,Unknown,2455306040117837
193699,Unknown,1936991927835525
941568,Unknown,9415687873341041
996020,Unknown,9960208316118934
323516,Unknown,3235168473445563
327950,Unknown,3279502996647933
104570,Unknown,1045701176756606
861275,Unknown,8612752006731399
643663,Unknown,6436639205053144
582962,Unknown,5829623084451762
251756,Unknown,2517565942400648
407544,Unknown,4075443606096668
135220,Unknown,1352200204135181
546885,MasterCard,5468857885208040
350347,JCB,3503472754466471
336574,Unknown,3365745960314086
729642,Unknown,7296427741490663
666261,Unknown,6662617660905670
663653,Unknown,6636536654888287
915867,Unknown,9158674738411901
759093,Unknown,7590937460921969
606759,Unknown,6067593854349920
691624,Unknown,6916249846270896
630102,Unknown,6301024905061456
135087,Unknown,1350874004689651
845628,Unknown,8456288068110606
201683,Unknown,2016836184971990
828365,Unknown,8283657245190556
962145,Unknown,9621458587788789
102648,Unknown,1026488254289573
380963,Diners,38096367850399
596793,Unknown,5967936237189414
368553,Diners,36855351780091
117353,Unknown,1173539802927065
125044,Unknown,1250448686575446
634254,Unknown,6342545243869624
967980,Unknown,9679807768172967
521251,Unknown,5212510108397901
513235,Unknown,5132357293883190
780293,Unknown,7802935913087491
895131,Unknown,8951317882109251
790701,Unknown,7907015506783373
331402,Unknown,3314028980511697
854123,Unknown,8541238420062351
445352,Unknown,4453521634699808
366509,Diners,36650915473260
652805,Unknown,6528059382914980
639874,Unknown,6398748157776517
137831,Unknown,1378319501591130
726412,Unknown,7264121037646504
676264,Unknown,6762648491094191
842124,Unknown,8421243085595219
134899,Unknown,1348998433091247
511992,Unknown,5119920173941826
480440,Visa,4804406882698281
825828,Unknown,8258288410386137
745375,Unknown,7453751564349620
143417,Unknown,1434170455499475
450069,Unknown,4500696087005077
414613,Unknown,4146133274891228
796490,Unknown,7964902597048307
301910,Diners,30191093525999
352403,JCB,3524035106585547
439953,Visa,4399530846947209
111995,Unknown,1119950171418186
715303,Unknown,7153038088643674
791776,Unknown,7917760569346644
805871,Unknown,8058713571648137
637585,Unknown,6375857653341751
921340,Unknown,9213407135157551
954459,Unknown,9544597660518951
386211,Diners,38621184750697
966223,Unknown,9662239160058987
996558,Unknown,9965589452276055
726010,Unknown,7260105304425912
725848,Unknown,7258483401981329
870152,Unknown,8701526824915060
422986,Visa,4229869040926147
781337,Unknown,7813376636949605
302689,Diners,30268987851304
134555,Unknown,1345550115773246
669958,Unknown,6699587625916968
963490,Unknown,9634900042961132
884788,Unknown,8847884958870567
593782,Unknown,5937821068535962
316541,Unknown,3165418656459440
915986,Unknown,9159867701494055
475615,Unknown,4756157896707493
219418,Unknown,2194187974386284
322082,Unknown,3220826614085683
802986,Unknown,8029860864598313
601670,Unknown,6016703971833481
677579,Unknown,6775796962543872
186693,Unknown,1866937104388484
181473,Unknown,1814730449938953
765723,Unknown,7657236608620775
927079,Unknown,9270790232261716
633715,Unknown,6337159762232160
356421,JCB,3564215259739783
892430,Unknown,8924305887974709
205763,Unknown,2057638038689721
643582,Unknown,6435825975384823
826381,Unknown,8263813941698427
145588,Unknown,1455880166881683
416783,Unknown,4167838007789345
833092,Unknown,8330924682778048
859139,Unknown,8591399797720828
139880,Unknown,1398800938776039
398555,Diners,39855567838621
790707,Unknown,7907077437307750
551882,Unknown,5518823648581312
529889,MasterCard,5298897119405263
464618,Visa,4646187043032648
160029,Unknown,1600294999034270
170116,Unknown,1701166602852134
836434,Unknown,8364343090876075
518469,MasterCard,5184693880995394
519732,MasterCard,5197326241590940
518595,MasterCard,5185958341111314
789453,Unknown,7894531474773412
613513,Unknown,6135137304659511
592967,Unknown,5929673822088655
866881,Unknown,8668815708722195
884835,Unknown,8848359994633183
760906,Unknown,7609069346644437
618829,Unknown,6188299564437470
348398,Amex,348398262608128
116182,Unknown,1161829164548580
342781,Amex,342781624136254
777536,Unknown,7775360287877987
784030,Unknown,7840302817100331
251275,Unknown,2512759793246905
980645,Unknown,9806450001261389
606819,Unknown,6068199291767778
701978,Unknown,7019785279116135
237119,Unknown,2371199792244355
748345,Unknown,7483452140949092
611491,Unknown,6114915444646279
451989,Unknown,4519897850835842
284845,Unknown,2848451482501408
882307,Unknown,8823075939043513
186455,Unknown,1864558973573234
414908,Unknown,4149088814707213
331774,Unknown,3317742725930371
749846,Unknown,7498463196627605
431911,Unknown,4319116258935699
558577,Unknown,5585774063224851
201798,Unknown,2017986308377272
163662,Unknown,1636621997137873
617088,Unknown,6170887945410103
858456,Unknown,8584567803457327
752909,Unknown,7529093478271878
122277,Unknown,1222778042981777
835285,Unknown,8352854739586786
267683,Unknown,2676832808923924
208641,Unknown,2086414933322225
887684,Unknown,8876846740946837
470629,Unknown,4706297907690941
307355,Unknown,3073558964676953
437180,Visa,4371800244826809
904333,Unknown,9043334327706020
946619,Unknown,9466191470211788
406353,Visa,4063539843901507
549346,MasterCard,5493466513576269
140883,Unknown,1408832894384461
615535,Unknown,6155357116760508
732892,Unknown,7328922418375508
299832,Unknown,2998321800802379
396415,Diners,39641524012681
807669,Unknown,8076690518867259
506728,Unknown,5067280361221657
737343,Unknown,7373438737892799
241181,Unknown,2411816883102224
865894,Unknown,8658941763086524
868874,Unknown,8688742771059886
101780,Unknown,1017806540854790
990765,Unknown,9907652270226854
163416,Unknown,1634169333535200
531338,Unknown,5313386796485189
405864,Unknown,4058642724915773
722264,Unknown,7222644255306625
735113,Unknown,7351132666844832
739888,Unknown,7398885405286521
385492,Diners,38549238610390
577011,Unknown,5770117410622877
766545,Unknown,7665453586236969
435562,Unknown,4355625509466484
306586,Unknown,3065869697634939
597890,Unknown,5978901782732472
956385,Unknown,9563854410040696
589843,Unknown,5898432629705883
349945,Amex,349945476076618
402329,Unknown,4023298274380201
763356,Unknown,7633567964317082
602627,Unknown,6026275625280046
254403,Unknown,2544038723684491
157644,Unknown,1576440389168908
453314,Unknown,4533144196830910
497015,Unknown,4970155278944416
